Name,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,Mean
TodoMVC-JavaScript-ES5,140.24,110,126.97999999999593,116.65999999999622,105.97999999999956,109.49999999999272,108.36000000000058,114.55999999999767,117.95999999999913,126.50000000000728,117.67399999999891
TodoMVC-JavaScript-ES5/Adding100Items,98.40000000000009,73.73999999999978,85.67999999999847,76.45999999999913,69.06000000000131,71.75999999999476,72.97999999999593,76.5,76.90000000000146,88.54000000000815,79.00199999999991
TodoMVC-JavaScript-ES5/Adding100Items/Sync,85.92000000000007,68.38000000000011,79.09999999999854,69.91999999999825,63.52000000000044,66.41999999999825,67.68000000000029,71.05999999999767,71.45999999999913,69.84000000000378,71.32999999999966
TodoMVC-JavaScript-ES5/Adding100Items/Async,12.480000000000018,5.359999999999673,6.579999999999927,6.540000000000873,5.540000000000873,5.3399999999965075,5.299999999995634,5.440000000002328,5.440000000002328,18.700000000004366,7.672000000000253
TodoMVC-JavaScript-ES5/CompletingAllItems,24.179999999999836,20.519999999999527,21.859999999998763,21.61999999999898,20.419999999998254,21.299999999995634,19.919999999998254,21.459999999999127,23.57999999999447,21.599999999998545,21.64599999999814
TodoMVC-JavaScript-ES5/CompletingAllItems/Sync,20.95999999999981,17.659999999999854,17.81999999999971,17.739999999997963,17.179999999996653,17.75999999999476,16.959999999999127,18.419999999998254,20.659999999996217,16.779999999998836,18.19399999999812
TodoMVC-JavaScript-ES5/CompletingAllItems/Async,3.2200000000000273,2.8599999999996726,4.039999999999054,3.8800000000010186,3.2400000000016007,3.540000000000873,2.959999999999127,3.040000000000873,2.9199999999982538,4.819999999999709,3.452000000000021
TodoMVC-JavaScript-ES5/DeletingAllItems,17.660000000000082,15.740000000000691,19.43999999999869,18.57999999999811,16.5,16.44000000000233,15.460000000006403,16.599999999998545,17.4800000000032,16.360000000000582,17.026000000000863
TodoMVC-JavaScript-ES5/DeletingAllItems/Sync,16.75999999999999,14.840000000000146,18.019999999998618,17.2599999999984,15.5,15.459999999999127,14.540000000000873,15.459999999999127,16.24000000000524,15.360000000000582,15.94400000000021
TodoMVC-JavaScript-ES5/DeletingAllItems/Async,0.900000000000091,0.9000000000005457,1.4200000000000728,1.319999999999709,1,0.9800000000032014,0.9200000000055297,1.139999999999418,1.2399999999979627,1,1.082000000000653
